purchase_id,date,supplier_name,item_name,category,unit,quantity_purchased,unit_cost,total_cost,delivery_status,expected_delivery,payment_method,notes
P2327,2016-04-08,Distribuciones Costa,"Coffee Beans, Milk, Sugar, Paper Cups","Ingredient, Ingredient, Ingredient, Packaging","kg, L, kg, units","20, 13, 9, 100","12.5, 1.2, 0.8, 0.1",282.8,Completed,,Bank Transfer,
P2328,2016-04-15,Distribuciones Costa,"Coffee Beans, Milk, Sugar, Paper Cups","Ingredient, Ingredient, Ingredient, Packaging","kg, L, kg, units","10, 36, 8, 56","12.5, 1.2, 0.8, 0.1",180.2,Completed,,Bank Transfer,
P2329,2016-04-22,Distribuciones Costa,"Coffee Beans, Milk, Sugar, Paper Cups","Ingredient, Ingredient, Ingredient, Packaging","kg, L, kg, units","16, 19, 9, 80","12.5, 1.2, 0.8, 0.1",238.0,Completed,,Bank Transfer,
P2330,2016-04-29,Distribuciones Costa,"Coffee Beans, Milk, Sugar, Paper Cups","Ingredient, Ingredient, Ingredient, Packaging","kg, L, kg, units","9, 10, 5, 59","12.5, 1.2, 0.8, 0.1",134.4,Completed,,Bank Transfer,
P2331,2016-05-06,Distribuciones Costa,"Coffee Beans, Milk, Sugar, Paper Cups","Ingredient, Ingredient, Ingredient, Packaging","kg, L, kg, units","13, 31, 5, 58","12.5, 1.2, 0.8, 0.1",209.5,Completed,,Bank Transfer,
P2332,2016-05-13,Distribuciones Costa,"Coffee Beans, Milk, Sugar, Paper Cups","Ingredient, Ingredient, Ingredient, Packaging","kg, L, kg, units","16, 40, 7, 71","12.5, 1.2, 0.8, 0.1",260.7,Completed,,Bank Transfer,
P2333,2016-05-20,Distribuciones Costa,"Coffee Beans, Milk, Sugar, Paper Cups","Ingredient, Ingredient, Ingredient, Packaging","kg, L, kg, units","15, 10, 10, 53","12.5, 1.2, 0.8, 0.1",212.8,Completed,,Bank Transfer,
P2334,2016-05-27,Distribuciones Costa,"Coffee Beans, Milk, Sugar, Paper Cups","Ingredient, Ingredient, Ingredient, Packaging","kg, L, kg, units","15, 19, 9, 52","12.5, 1.2, 0.8, 0.1",222.7,Completed,,Bank Transfer,
P2335,2016-06-03,Distribuciones Costa,"Coffee Beans, Milk, Sugar, Paper Cups","Ingredient, Ingredient, Ingredient, Packaging","kg, L, kg, units","6, 31, 9, 87","12.5, 1.2, 0.8, 0.1",128.1,Completed,,Bank Transfer,
P2336,2016-06-10,Distribuciones Costa,"Coffee Beans, Milk, Sugar, Paper Cups","Ingredient, Ingredient, Ingredient, Packaging","kg, L, kg, units","11, 28, 8, 75","12.5, 1.2, 0.8, 0.1",185.0,Completed,,Bank Transfer,
P2337,2016-06-17,Distribuciones Costa,"Coffee Beans, Milk, Sugar, Paper Cups","Ingredient, Ingredient, Ingredient, Packaging","kg, L, kg, units","19, 17, 9, 82","12.5, 1.2, 0.8, 0.1",273.3,Completed,,Bank Transfer,
P2338,2016-06-24,Distribuciones Costa,"Coffee Beans, Milk, Sugar, Paper Cups","Ingredient, Ingredient, Ingredient, Packaging","kg, L, kg, units","20, 14, 7, 74","12.5, 1.2, 0.8, 0.1",279.8,Completed,,Bank Transfer,
P2339,2016-07-01,Distribuciones Costa,"Coffee Beans, Milk, Sugar, Paper Cups","Ingredient, Ingredient, Ingredient, Packaging","kg, L, kg, units","8, 22, 6, 50","12.5, 1.2, 0.8, 0.1",136.2,Completed,,Bank Transfer,
P2340,2016-07-08,Distribuciones Costa,"Coffee Beans, Milk, Sugar, Paper Cups","Ingredient, Ingredient, Ingredient, Packaging","kg, L, kg, units","11, 35, 7, 65","12.5, 1.2, 0.8, 0.1",191.6,Completed,,Bank Transfer,
P2341,2016-07-15,Distribuciones Costa,"Coffee Beans, Milk, Sugar, Paper Cups","Ingredient, Ingredient, Ingredient, Packaging","kg, L, kg, units","12, 34, 10, 53","12.5, 1.2, 0.8, 0.1",204.1,Completed,,Bank Transfer,
P2342,2016-07-22,Distribuciones Costa,"Coffee Beans, Milk, Sugar, Paper Cups","Ingredient, Ingredient, Ingredient, Packaging","kg, L, kg, units","5, 10, 9, 55","12.5, 1.2, 0.8, 0.1",87.2,Completed,,Bank Transfer,
P2343,2016-07-29,Distribuciones Costa,"Coffee Beans, Milk, Sugar, Paper Cups","Ingredient, Ingredient, Ingredient, Packaging","kg, L, kg, units","14, 17, 7, 60","12.5, 1.2, 0.8, 0.1",207.0,Completed,,Bank Transfer,
P2344,2016-08-05,Distribuciones Costa,"Coffee Beans, Milk, Sugar, Paper Cups","Ingredient, Ingredient, Ingredient, Packaging","kg, L, kg, units","14, 29, 6, 51","12.5, 1.2, 0.8, 0.1",219.7,Completed,,Bank Transfer,
P2345,2016-08-12,Distribuciones Costa,"Coffee Beans, Milk, Sugar, Paper Cups","Ingredient, Ingredient, Ingredient, Packaging","kg, L, kg, units","20, 32, 10, 67","12.5, 1.2, 0.8, 0.1",303.1,Completed,,Bank Transfer,
P2346,2016-08-19,Distribuciones Costa,"Coffee Beans, Milk, Sugar, Paper Cups","Ingredient, Ingredient, Ingredient, Packaging","kg, L, kg, units","8, 24, 9, 86","12.5, 1.2, 0.8, 0.1",144.6,Completed,,Bank Transfer,
P2347,2016-08-26,Distribuciones Costa,"Coffee Beans, Milk, Sugar, Paper Cups","Ingredient, Ingredient, Ingredient, Packaging","kg, L, kg, units","18, 20, 7, 76","12.5, 1.2, 0.8, 0.1",262.2,Completed,,Bank Transfer,
P2348,2016-09-02,Distribuciones Costa,"Coffee Beans, Milk, Sugar, Paper Cups","Ingredient, Ingredient, Ingredient, Packaging","kg, L, kg, units","17, 14, 9, 89","12.5, 1.2, 0.8, 0.1",245.4,Completed,,Bank Transfer,
P2349,2016-09-09,Distribuciones Costa,"Coffee Beans, Milk, Sugar, Paper Cups","Ingredient, Ingredient, Ingredient, Packaging","kg, L, kg, units","20, 32, 6, 72","12.5, 1.2, 0.8, 0.1",300.4,Completed,,Bank Transfer,
P2350,2016-09-16,Distribuciones Costa,"Coffee Beans, Milk, Sugar, Paper Cups","Ingredient, Ingredient, Ingredient, Packaging","kg, L, kg, units","8, 26, 9, 74","12.5, 1.2, 0.8, 0.1",145.8,Completed,,Bank Transfer,
P2351,2016-09-23,Distribuciones Costa,"Coffee Beans, Milk, Sugar, Paper Cups","Ingredient, Ingredient, Ingredient, Packaging","kg, L, kg, units","10, 14, 7, 59","12.5, 1.2, 0.8, 0.1",153.3,Completed,,Bank Transfer,
P2352,2016-09-30,Distribuciones Costa,"Coffee Beans, Milk, Sugar, Paper Cups","Ingredient, Ingredient, Ingredient, Packaging","kg, L, kg, units","19, 34, 7, 90","12.5, 1.2, 0.8, 0.1",292.9,Completed,,Bank Transfer,
P2353,2016-10-07,Distribuciones Costa,"Coffee Beans, Milk, Sugar, Paper Cups","Ingredient, Ingredient, Ingredient, Packaging","kg, L, kg, units","17, 11, 5, 60","12.5, 1.2, 0.8, 0.1",235.7,Completed,,Bank Transfer,
P2354,2016-10-14,Distribuciones Costa,"Coffee Beans, Milk, Sugar, Paper Cups","Ingredient, Ingredient, Ingredient, Packaging","kg, L, kg, units","9, 17, 5, 58","12.5, 1.2, 0.8, 0.1",142.7,Completed,,Bank Transfer,
P2355,2016-10-21,Distribuciones Costa,"Coffee Beans, Milk, Sugar, Paper Cups","Ingredient, Ingredient, Ingredient, Packaging","kg, L, kg, units","12, 38, 7, 52","12.5, 1.2, 0.8, 0.1",206.4,Completed,,Bank Transfer,
P2356,2016-10-28,Distribuciones Costa,"Coffee Beans, Milk, Sugar, Paper Cups","Ingredient, Ingredient, Ingredient, Packaging","kg, L, kg, units","16, 22, 10, 79","12.5, 1.2, 0.8, 0.1",242.3,Completed,,Bank Transfer,
P2357,2016-11-04,Distribuciones Costa,"Coffee Beans, Milk, Sugar, Paper Cups","Ingredient, Ingredient, Ingredient, Packaging","kg, L, kg, units","19, 37, 5, 61","12.5, 1.2, 0.8, 0.1",292.0,Completed,,Bank Transfer,
P2358,2016-11-11,Distribuciones Costa,"Coffee Beans, Milk, Sugar, Paper Cups","Ingredient, Ingredient, Ingredient, Packaging","kg, L, kg, units","16, 12, 10, 73","12.5, 1.2, 0.8, 0.1",229.7,Completed,,Bank Transfer,
P2359,2016-11-18,Distribuciones Costa,"Coffee Beans, Milk, Sugar, Paper Cups","Ingredient, Ingredient, Ingredient, Packaging","kg, L, kg, units","6, 36, 7, 56","12.5, 1.2, 0.8, 0.1",129.4,Completed,,Bank Transfer,
P2360,2016-11-25,Distribuciones Costa,"Coffee Beans, Milk, Sugar, Paper Cups","Ingredient, Ingredient, Ingredient, Packaging","kg, L, kg, units","10, 34, 9, 50","12.5, 1.2, 0.8, 0.1",178.0,Completed,,Bank Transfer,
P2361,2016-12-02,Distribuciones Costa,"Coffee Beans, Milk, Sugar, Paper Cups","Ingredient, Ingredient, Ingredient, Packaging","kg, L, kg, units","15, 12, 8, 75","12.5, 1.2, 0.8, 0.1",215.8,Completed,,Bank Transfer,
P2362,2016-12-09,Distribuciones Costa,"Coffee Beans, Milk, Sugar, Paper Cups","Ingredient, Ingredient, Ingredient, Packaging","kg, L, kg, units","18, 11, 10, 84","12.5, 1.2, 0.8, 0.1",254.6,Completed,,Bank Transfer,
P2363,2016-12-16,Distribuciones Costa,"Coffee Beans, Milk, Sugar, Paper Cups","Ingredient, Ingredient, Ingredient, Packaging","kg, L, kg, units","8, 37, 6, 63","12.5, 1.2, 0.8, 0.1",155.5,Completed,,Bank Transfer,
P2364,2016-12-23,Distribuciones Costa,"Coffee Beans, Milk, Sugar, Paper Cups","Ingredient, Ingredient, Ingredient, Packaging","kg, L, kg, units","9, 25, 9, 85","12.5, 1.2, 0.8, 0.1",158.2,Completed,,Bank Transfer,
P2365,2016-12-30,Distribuciones Costa,"Coffee Beans, Milk, Sugar, Paper Cups","Ingredient, Ingredient, Ingredient, Packaging","kg, L, kg, units","14, 34, 7, 81","12.5, 1.2, 0.8, 0.1",229.5,Completed,,Bank Transfer,
P2366,2017-01-06,Distribuciones Costa,"Coffee Beans, Milk, Sugar, Paper Cups","Ingredient, Ingredient, Ingredient, Packaging","kg, L, kg, units","6, 28, 9, 74","12.5, 1.2, 0.8, 0.1",123.2,Completed,,Bank Transfer,
P2367,2017-01-13,Distribuciones Costa,"Coffee Beans, Milk, Sugar, Paper Cups","Ingredient, Ingredient, Ingredient, Packaging","kg, L, kg, units","11, 23, 5, 70","12.5, 1.2, 0.8, 0.1",176.1,Completed,,Bank Transfer,
P2368,2017-01-20,Distribuciones Costa,"Coffee Beans, Milk, Sugar, Paper Cups","Ingredient, Ingredient, Ingredient, Packaging","kg, L, kg, units","9, 25, 8, 89","12.5, 1.2, 0.8, 0.1",157.8,Completed,,Bank Transfer,
P2369,2017-01-27,Distribuciones Costa,"Coffee Beans, Milk, Sugar, Paper Cups","Ingredient, Ingredient, Ingredient, Packaging","kg, L, kg, units","15, 36, 9, 68","12.5, 1.2, 0.8, 0.1",244.7,Completed,,Bank Transfer,
P2370,2017-02-03,Distribuciones Costa,"Coffee Beans, Milk, Sugar, Paper Cups","Ingredient, Ingredient, Ingredient, Packaging","kg, L, kg, units","14, 19, 6, 50","12.5, 1.2, 0.8, 0.1",207.6,Completed,,Bank Transfer,
P2371,2017-02-10,Distribuciones Costa,"Coffee Beans, Milk, Sugar, Paper Cups","Ingredient, Ingredient, Ingredient, Packaging","kg, L, kg, units","9, 15, 7, 94","12.5, 1.2, 0.8, 0.1",145.5,Completed,,Bank Transfer,
P2372,2017-02-17,Distribuciones Costa,"Coffee Beans, Milk, Sugar, Paper Cups","Ingredient, Ingredient, Ingredient, Packaging","kg, L, kg, units","9, 18, 9, 84","12.5, 1.2, 0.8, 0.1",149.7,Completed,,Bank Transfer,
P2373,2017-02-24,Distribuciones Costa,"Coffee Beans, Milk, Sugar, Paper Cups","Ingredient, Ingredient, Ingredient, Packaging","kg, L, kg, units","17, 16, 10, 54","12.5, 1.2, 0.8, 0.1",245.1,Completed,,Bank Transfer,
P2374,2017-03-03,Distribuciones Costa,"Coffee Beans, Milk, Sugar, Paper Cups","Ingredient, Ingredient, Ingredient, Packaging","kg, L, kg, units","12, 37, 8, 65","12.5, 1.2, 0.8, 0.1",207.3,Completed,,Bank Transfer,
P2375,2017-03-10,Distribuciones Costa,"Coffee Beans, Milk, Sugar, Paper Cups","Ingredient, Ingredient, Ingredient, Packaging","kg, L, kg, units","19, 12, 7, 73","12.5, 1.2, 0.8, 0.1",264.8,Completed,,Bank Transfer,
P2376,2017-03-17,Distribuciones Costa,"Coffee Beans, Milk, Sugar, Paper Cups","Ingredient, Ingredient, Ingredient, Packaging","kg, L, kg, units","6, 17, 5, 57","12.5, 1.2, 0.8, 0.1",105.1,Completed,,Bank Transfer,
P2377,2017-03-24,Distribuciones Costa,"Coffee Beans, Milk, Sugar, Paper Cups","Ingredient, Ingredient, Ingredient, Packaging","kg, L, kg, units","6, 32, 6, 74","12.5, 1.2, 0.8, 0.1",125.6,Completed,,Bank Transfer,
P2378,2017-03-31,Distribuciones Costa,"Coffee Beans, Milk, Sugar, Paper Cups","Ingredient, Ingredient, Ingredient, Packaging","kg, L, kg, units","17, 30, 9, 57","12.5, 1.2, 0.8, 0.1",261.4,Completed,,Bank Transfer,
P2379,2017-04-07,Distribuciones Costa,"Coffee Beans, Milk, Sugar, Paper Cups","Ingredient, Ingredient, Ingredient, Packaging","kg, L, kg, units","13, 35, 5, 88","12.5, 1.2, 0.8, 0.1",217.3,Completed,,Bank Transfer,
P2380,2017-04-14,Distribuciones Costa,"Coffee Beans, Milk, Sugar, Paper Cups","Ingredient, Ingredient, Ingredient, Packaging","kg, L, kg, units","12, 31, 9, 76","12.5, 1.2, 0.8, 0.1",202.0,Completed,,Bank Transfer,
P2381,2017-04-21,Distribuciones Costa,"Coffee Beans, Milk, Sugar, Paper Cups","Ingredient, Ingredient, Ingredient, Packaging","kg, L, kg, units","5, 22, 5, 51","12.5, 1.2, 0.8, 0.1",98.0,Completed,,Bank Transfer,
P2382,2017-04-28,Distribuciones Costa,"Coffee Beans, Milk, Sugar, Paper Cups","Ingredient, Ingredient, Ingredient, Packaging","kg, L, kg, units","13, 24, 5, 82","12.5, 1.2, 0.8, 0.1",203.5,Completed,,Bank Transfer,
P2383,2017-05-05,Distribuciones Costa,"Coffee Beans, Milk, Sugar, Paper Cups","Ingredient, Ingredient, Ingredient, Packaging","kg, L, kg, units","8, 36, 5, 87","12.5, 1.2, 0.8, 0.1",155.9,Completed,,Bank Transfer,
P2384,2017-05-12,Distribuciones Costa,"Coffee Beans, Milk, Sugar, Paper Cups","Ingredient, Ingredient, Ingredient, Packaging","kg, L, kg, units","9, 33, 7, 74","12.5, 1.2, 0.8, 0.1",165.1,Completed,,Bank Transfer,
P2385,2017-05-19,Distribuciones Costa,"Coffee Beans, Milk, Sugar, Paper Cups","Ingredient, Ingredient, Ingredient, Packaging","kg, L, kg, units","9, 38, 7, 96","12.5, 1.2, 0.8, 0.1",173.3,Completed,,Bank Transfer,
P2386,2017-05-26,Distribuciones Costa,"Coffee Beans, Milk, Sugar, Paper Cups","Ingredient, Ingredient, Ingredient, Packaging","kg, L, kg, units","20, 23, 9, 85","12.5, 1.2, 0.8, 0.1",293.3,Completed,,Bank Transfer,
P2387,2017-06-02,Distribuciones Costa,"Coffee Beans, Milk, Sugar, Paper Cups","Ingredient, Ingredient, Ingredient, Packaging","kg, L, kg, units","11, 19, 5, 52","12.5, 1.2, 0.8, 0.1",169.5,Completed,,Bank Transfer,
P2388,2017-06-09,Distribuciones Costa,"Coffee Beans, Milk, Sugar, Paper Cups","Ingredient, Ingredient, Ingredient, Packaging","kg, L, kg, units","12, 18, 5, 67","12.5, 1.2, 0.8, 0.1",182.3,Completed,,Bank Transfer,
P2389,2017-06-16,Distribuciones Costa,"Coffee Beans, Milk, Sugar, Paper Cups","Ingredient, Ingredient, Ingredient, Packaging","kg, L, kg, units","7, 16, 5, 83","12.5, 1.2, 0.8, 0.1",119.0,Completed,,Bank Transfer,
P2390,2017-06-23,Distribuciones Costa,"Coffee Beans, Milk, Sugar, Paper Cups","Ingredient, Ingredient, Ingredient, Packaging","kg, L, kg, units","8, 13, 9, 90","12.5, 1.2, 0.8, 0.1",131.8,Completed,,Bank Transfer,
P2391,2017-06-30,Distribuciones Costa,"Coffee Beans, Milk, Sugar, Paper Cups","Ingredient, Ingredient, Ingredient, Packaging","kg, L, kg, units","8, 19, 5, 71","12.5, 1.2, 0.8, 0.1",133.9,Completed,,Bank Transfer,
P2392,2017-07-07,Distribuciones Costa,"Coffee Beans, Milk, Sugar, Paper Cups","Ingredient, Ingredient, Ingredient, Packaging","kg, L, kg, units","7, 32, 10, 64","12.5, 1.2, 0.8, 0.1",140.3,Completed,,Bank Transfer,
P2393,2017-07-14,Distribuciones Costa,"Coffee Beans, Milk, Sugar, Paper Cups","Ingredient, Ingredient, Ingredient, Packaging","kg, L, kg, units","10, 20, 10, 57","12.5, 1.2, 0.8, 0.1",162.7,Completed,,Bank Transfer,
P2394,2017-07-21,Distribuciones Costa,"Coffee Beans, Milk, Sugar, Paper Cups","Ingredient, Ingredient, Ingredient, Packaging","kg, L, kg, units","19, 37, 9, 92","12.5, 1.2, 0.8, 0.1",298.3,Completed,,Bank Transfer,
P2395,2017-07-28,Distribuciones Costa,"Coffee Beans, Milk, Sugar, Paper Cups","Ingredient, Ingredient, Ingredient, Packaging","kg, L, kg, units","5, 19, 7, 78","12.5, 1.2, 0.8, 0.1",98.7,Completed,,Bank Transfer,
P2396,2017-08-04,Distribuciones Costa,"Coffee Beans, Milk, Sugar, Paper Cups","Ingredient, Ingredient, Ingredient, Packaging","kg, L, kg, units","6, 26, 7, 76","12.5, 1.2, 0.8, 0.1",119.4,Completed,,Bank Transfer,
P2397,2017-08-11,Distribuciones Costa,"Coffee Beans, Milk, Sugar, Paper Cups","Ingredient, Ingredient, Ingredient, Packaging","kg, L, kg, units","5, 28, 10, 67","12.5, 1.2, 0.8, 0.1",110.8,Completed,,Bank Transfer,
P2398,2017-08-18,Distribuciones Costa,"Coffee Beans, Milk, Sugar, Paper Cups","Ingredient, Ingredient, Ingredient, Packaging","kg, L, kg, units","6, 35, 8, 79","12.5, 1.2, 0.8, 0.1",131.3,Completed,,Bank Transfer,
P2399,2017-08-25,Distribuciones Costa,"Coffee Beans, Milk, Sugar, Paper Cups","Ingredient, Ingredient, Ingredient, Packaging","kg, L, kg, units","8, 19, 10, 82","12.5, 1.2, 0.8, 0.1",139.0,Completed,,Bank Transfer,
P2400,2017-09-01,Distribuciones Costa,"Coffee Beans, Milk, Sugar, Paper Cups","Ingredient, Ingredient, Ingredient, Packaging","kg, L, kg, units","19, 26, 6, 54","12.5, 1.2, 0.8, 0.1",278.9,Completed,,Bank Transfer,
P2401,2017-09-08,Distribuciones Costa,"Coffee Beans, Milk, Sugar, Paper Cups","Ingredient, Ingredient, Ingredient, Packaging","kg, L, kg, units","5, 16, 5, 66","12.5, 1.2, 0.8, 0.1",92.3,Completed,,Bank Transfer,
P2402,2017-09-15,Distribuciones Costa,"Coffee Beans, Milk, Sugar, Paper Cups","Ingredient, Ingredient, Ingredient, Packaging","kg, L, kg, units","16, 34, 8, 67","12.5, 1.2, 0.8, 0.1",253.9,Completed,,Bank Transfer,
P2403,2017-09-22,Distribuciones Costa,"Coffee Beans, Milk, Sugar, Paper Cups","Ingredient, Ingredient, Ingredient, Packaging","kg, L, kg, units","15, 25, 6, 98","12.5, 1.2, 0.8, 0.1",232.1,Completed,,Bank Transfer,
P2404,2017-09-29,Distribuciones Costa,"Coffee Beans, Milk, Sugar, Paper Cups","Ingredient, Ingredient, Ingredient, Packaging","kg, L, kg, units","9, 24, 7, 92","12.5, 1.2, 0.8, 0.1",156.1,Completed,,Bank Transfer,
P2405,2017-10-06,Distribuciones Costa,"Coffee Beans, Milk, Sugar, Paper Cups","Ingredient, Ingredient, Ingredient, Packaging","kg, L, kg, units","20, 29, 7, 100","12.5, 1.2, 0.8, 0.1",300.4,Completed,,Bank Transfer,
P2406,2017-10-13,Distribuciones Costa,"Coffee Beans, Milk, Sugar, Paper Cups","Ingredient, Ingredient, Ingredient, Packaging","kg, L, kg, units","6, 24, 10, 67","12.5, 1.2, 0.8, 0.1",118.5,Completed,,Bank Transfer,
P2407,2017-10-20,Distribuciones Costa,"Coffee Beans, Milk, Sugar, Paper Cups","Ingredient, Ingredient, Ingredient, Packaging","kg, L, kg, units","5, 17, 6, 78","12.5, 1.2, 0.8, 0.1",95.5,Completed,,Bank Transfer,
P2408,2017-10-27,Distribuciones Costa,"Coffee Beans, Milk, Sugar, Paper Cups","Ingredient, Ingredient, Ingredient, Packaging","kg, L, kg, units","13, 18, 9, 90","12.5, 1.2, 0.8, 0.1",200.3,Completed,,Bank Transfer,
P2409,2017-11-03,Distribuciones Costa,"Coffee Beans, Milk, Sugar, Paper Cups","Ingredient, Ingredient, Ingredient, Packaging","kg, L, kg, units","19, 10, 9, 64","12.5, 1.2, 0.8, 0.1",263.1,Completed,,Bank Transfer,
P2410,2017-11-10,Distribuciones Costa,"Coffee Beans, Milk, Sugar, Paper Cups","Ingredient, Ingredient, Ingredient, Packaging","kg, L, kg, units","12, 29, 5, 95","12.5, 1.2, 0.8, 0.1",198.3,Completed,,Bank Transfer,
P2411,2017-11-17,Distribuciones Costa,"Coffee Beans, Milk, Sugar, Paper Cups","Ingredient, Ingredient, Ingredient, Packaging","kg, L, kg, units","12, 22, 10, 89","12.5, 1.2, 0.8, 0.1",193.3,Completed,,Bank Transfer,
P2412,2017-11-24,Distribuciones Costa,"Coffee Beans, Milk, Sugar, Paper Cups","Ingredient, Ingredient, Ingredient, Packaging","kg, L, kg, units","14, 12, 6, 90","12.5, 1.2, 0.8, 0.1",203.2,Completed,,Bank Transfer,
P2413,2017-12-01,Distribuciones Costa,"Coffee Beans, Milk, Sugar, Paper Cups","Ingredient, Ingredient, Ingredient, Packaging","kg, L, kg, units","17, 40, 7, 54","12.5, 1.2, 0.8, 0.1",271.5,Completed,,Bank Transfer,
P2414,2017-12-08,Distribuciones Costa,"Coffee Beans, Milk, Sugar, Paper Cups","Ingredient, Ingredient, Ingredient, Packaging","kg, L, kg, units","5, 36, 8, 51","12.5, 1.2, 0.8, 0.1",117.2,Completed,,Bank Transfer,
P2415,2017-12-15,Distribuciones Costa,"Coffee Beans, Milk, Sugar, Paper Cups","Ingredient, Ingredient, Ingredient, Packaging","kg, L, kg, units","12, 15, 8, 98","12.5, 1.2, 0.8, 0.1",184.2,Completed,,Bank Transfer,
P2416,2017-12-22,Distribuciones Costa,"Coffee Beans, Milk, Sugar, Paper Cups","Ingredient, Ingredient, Ingredient, Packaging","kg, L, kg, units","19, 21, 6, 54","12.5, 1.2, 0.8, 0.1",272.9,Completed,,Bank Transfer,
P2417,2017-12-29,Distribuciones Costa,"Coffee Beans, Milk, Sugar, Paper Cups","Ingredient, Ingredient, Ingredient, Packaging","kg, L, kg, units","6, 21, 8, 75","12.5, 1.2, 0.8, 0.1",114.1,Completed,,Bank Transfer,
P2418,2018-01-05,Distribuciones Costa,"Coffee Beans, Milk, Sugar, Paper Cups","Ingredient, Ingredient, Ingredient, Packaging","kg, L, kg, units","12, 12, 10, 52","12.5, 1.2, 0.8, 0.1",177.6,Completed,,Bank Transfer,
P2419,2018-01-12,Distribuciones Costa,"Coffee Beans, Milk, Sugar, Paper Cups","Ingredient, Ingredient, Ingredient, Packaging","kg, L, kg, units","7, 10, 9, 88","12.5, 1.2, 0.8, 0.1",115.5,Completed,,Bank Transfer,
P2420,2018-01-19,Distribuciones Costa,"Coffee Beans, Milk, Sugar, Paper Cups","Ingredient, Ingredient, Ingredient, Packaging","kg, L, kg, units","17, 30, 7, 68","12.5, 1.2, 0.8, 0.1",260.9,Completed,,Bank Transfer,
P2421,2018-01-26,Distribuciones Costa,"Coffee Beans, Milk, Sugar, Paper Cups","Ingredient, Ingredient, Ingredient, Packaging","kg, L, kg, units","18, 35, 5, 60","12.5, 1.2, 0.8, 0.1",277.0,Completed,,Bank Transfer,
P2422,2018-02-02,Distribuciones Costa,"Coffee Beans, Milk, Sugar, Paper Cups","Ingredient, Ingredient, Ingredient, Packaging","kg, L, kg, units","15, 17, 8, 52","12.5, 1.2, 0.8, 0.1",219.5,Completed,,Bank Transfer,
P2423,2018-02-09,Distribuciones Costa,"Coffee Beans, Milk, Sugar, Paper Cups","Ingredient, Ingredient, Ingredient, Packaging","kg, L, kg, units","17, 39, 7, 51","12.5, 1.2, 0.8, 0.1",270.0,Completed,,Bank Transfer,
P2424,2018-02-16,Distribuciones Costa,"Coffee Beans, Milk, Sugar, Paper Cups","Ingredient, Ingredient, Ingredient, Packaging","kg, L, kg, units","6, 18, 8, 68","12.5, 1.2, 0.8, 0.1",109.8,Completed,,Bank Transfer,
P2425,2018-02-23,Distribuciones Costa,"Coffee Beans, Milk, Sugar, Paper Cups","Ingredient, Ingredient, Ingredient, Packaging","kg, L, kg, units","17, 24, 9, 69","12.5, 1.2, 0.8, 0.1",255.4,Completed,,Bank Transfer,
P2426,2018-03-02,Distribuciones Costa,"Coffee Beans, Milk, Sugar, Paper Cups","Ingredient, Ingredient, Ingredient, Packaging","kg, L, kg, units","17, 34, 10, 90","12.5, 1.2, 0.8, 0.1",270.3,Completed,,Bank Transfer,
P2427,2018-03-09,Distribuciones Costa,"Coffee Beans, Milk, Sugar, Paper Cups","Ingredient, Ingredient, Ingredient, Packaging","kg, L, kg, units","13, 26, 7, 83","12.5, 1.2, 0.8, 0.1",207.6,Completed,,Bank Transfer,
P2428,2018-03-16,Distribuciones Costa,"Coffee Beans, Milk, Sugar, Paper Cups","Ingredient, Ingredient, Ingredient, Packaging","kg, L, kg, units","7, 24, 5, 91","12.5, 1.2, 0.8, 0.1",129.4,Completed,,Bank Transfer,
P2429,2018-03-23,Distribuciones Costa,"Coffee Beans, Milk, Sugar, Paper Cups","Ingredient, Ingredient, Ingredient, Packaging","kg, L, kg, units","12, 22, 5, 51","12.5, 1.2, 0.8, 0.1",185.5,Completed,,Bank Transfer,
P2430,2018-03-30,Distribuciones Costa,"Coffee Beans, Milk, Sugar, Paper Cups","Ingredient, Ingredient, Ingredient, Packaging","kg, L, kg, units","6, 39, 8, 79","12.5, 1.2, 0.8, 0.1",136.1,Completed,,Bank Transfer,
P2431,2018-04-06,Distribuciones Costa,"Coffee Beans, Milk, Sugar, Paper Cups","Ingredient, Ingredient, Ingredient, Packaging","kg, L, kg, units","5, 34, 5, 78","12.5, 1.2, 0.8, 0.1",115.1,Completed,,Bank Transfer,
P2432,2018-04-13,Distribuciones Costa,"Coffee Beans, Milk, Sugar, Paper Cups","Ingredient, Ingredient, Ingredient, Packaging","kg, L, kg, units","20, 40, 6, 91","12.5, 1.2, 0.8, 0.1",311.9,Completed,,Bank Transfer,
P2433,2018-04-20,Distribuciones Costa,"Coffee Beans, Milk, Sugar, Paper Cups","Ingredient, Ingredient, Ingredient, Packaging","kg, L, kg, units","20, 20, 9, 69","12.5, 1.2, 0.8, 0.1",288.1,Completed,,Bank Transfer,
P2434,2018-04-27,Distribuciones Costa,"Coffee Beans, Milk, Sugar, Paper Cups","Ingredient, Ingredient, Ingredient, Packaging","kg, L, kg, units","11, 35, 6, 52","12.5, 1.2, 0.8, 0.1",189.5,Completed,,Bank Transfer,
P2435,2018-05-04,Distribuciones Costa,"Coffee Beans, Milk, Sugar, Paper Cups","Ingredient, Ingredient, Ingredient, Packaging","kg, L, kg, units","19, 26, 5, 57","12.5, 1.2, 0.8, 0.1",278.4,Completed,,Bank Transfer,
